OID,DATE,CUSTOMER_ID,AMOUNT
217,2024-01-10 00:00:00,456,2199
218,2024-01-10 01:00:00,566,2258
219,2024-01-10 02:00:00,564,2072
220,2024-01-10 03:00:00,660,4025
221,2024-01-10 04:00:00,160,2358
222,2024-01-10 05:00:00,882,4139
223,2024-01-10 06:00:00,14,2135
224,2024-01-10 07:00:00,178,3371
225,2024-01-10 08:00:00,412,957
226,2024-01-10 09:00:00,878,3923
227,2024-01-10 10:00:00,53,1149
228,2024-01-10 11:00:00,408,4090
229,2024-01-10 12:00:00,847,398
230,2024-01-10 13:00:00,22,1023
231,2024-01-10 14:00:00,30,4332
232,2024-01-10 15:00:00,703,4406
233,2024-01-10 16:00:00,260,2899
234,2024-01-10 17:00:00,205,4975
235,2024-01-10 18:00:00,59,4162
236,2024-01-10 19:00:00,471,4145
237,2024-01-10 20:00:00,776,1902
238,2024-01-10 21:00:00,466,2813
239,2024-01-10 22:00:00,12,4606
240,2024-01-10 23:00:00,631,2953
241,2024-01-11 00:00:00,927,2757
242,2024-01-11 01:00:00,974,4622
243,2024-01-11 02:00:00,290,3446
244,2024-01-11 03:00:00,850,1571
245,2024-01-11 04:00:00,760,3049
246,2024-01-11 05:00:00,354,1041
247,2024-01-11 06:00:00,639,2007
248,2024-01-11 07:00:00,75,4937
249,2024-01-11 08:00:00,873,1343
250,2024-01-11 09:00:00,716,4523
251,2024-01-11 10:00:00,561,1566
252,2024-01-11 11:00:00,591,4057
253,2024-01-11 12:00:00,441,2066
254,2024-01-11 13:00:00,991,475
255,2024-01-11 14:00:00,241,362
256,2024-01-11 15:00:00,861,4462
257,2024-01-11 16:00:00,154,3488
258,2024-01-11 17:00:00,786,3495
259,2024-01-11 18:00:00,96,2044
260,2024-01-11 19:00:00,726,1993
261,2024-01-11 20:00:00,294,3734
262,2024-01-11 21:00:00,209,1752
263,2024-01-11 22:00:00,343,4241
264,2024-01-11 23:00:00,88,3992
265,2024-01-12 00:00:00,818,699
266,2024-01-12 01:00:00,776,4915
267,2024-01-12 02:00:00,937,2012
268,2024-01-12 03:00:00,390,1392
269,2024-01-12 04:00:00,325,700
270,2024-01-12 05:00:00,940,480
271,2024-01-12 06:00:00,889,4313
272,2024-01-12 07:00:00,832,3737
273,2024-01-12 08:00:00,157,2263
274,2024-01-12 09:00:00,668,4455
275,2024-01-12 10:00:00,651,1198
276,2024-01-12 11:00:00,633,465
277,2024-01-12 12:00:00,577,2670
278,2024-01-12 13:00:00,619,3519
279,2024-01-12 14:00:00,659,2576
280,2024-01-12 15:00:00,137,890
281,2024-01-12 16:00:00,923,3669
282,2024-01-12 17:00:00,674,846
283,2024-01-12 18:00:00,428,412
284,2024-01-12 19:00:00,452,4733
285,2024-01-12 20:00:00,612,1020
286,2024-01-12 21:00:00,850,1177
287,2024-01-12 22:00:00,911,2929
288,2024-01-12 23:00:00,819,2481
289,2024-01-13 00:00:00,141,3718
290,2024-01-13 01:00:00,83,897
291,2024-01-13 02:00:00,177,4543
292,2024-01-13 03:00:00,198,372
293,2024-01-13 04:00:00,624,3110
294,2024-01-13 05:00:00,568,4915
295,2024-01-13 06:00:00,972,1873
296,2024-01-13 07:00:00,691,2647
297,2024-01-13 08:00:00,421,3264
298,2024-01-13 09:00:00,401,4880
299,2024-01-13 10:00:00,698,4817
300,2024-01-13 11:00:00,471,1046
301,2024-01-13 12:00:00,218,2765
302,2024-01-13 13:00:00,925,606
303,2024-01-13 14:00:00,929,343
304,2024-01-13 15:00:00,828,605
305,2024-01-13 16:00:00,987,4617
306,2024-01-13 17:00:00,729,3258
307,2024-01-13 18:00:00,632,3690
308,2024-01-13 19:00:00,951,1972
309,2024-01-13 20:00:00,906,3893
310,2024-01-13 21:00:00,175,1292
311,2024-01-13 22:00:00,23,4525
312,2024-01-13 23:00:00,725,4845
313,2024-01-14 00:00:00,917,1564
314,2024-01-14 01:00:00,235,490
315,2024-01-14 02:00:00,13,4576
316,2024-01-14 03:00:00,101,3477
317,2024-01-14 04:00:00,929,4937
318,2024-01-14 05:00:00,536,772
319,2024-01-14 06:00:00,876,2660
320,2024-01-14 07:00:00,523,1311
321,2024-01-14 08:00:00,785,1029
322,2024-01-14 09:00:00,452,1639
323,2024-01-14 10:00:00,431,1012
324,2024-01-14 11:00:00,793,743
325,2024-01-14 12:00:00,606,4622
326,2024-01-14 13:00:00,713,601
327,2024-01-14 14:00:00,533,829
328,2024-01-14 15:00:00,852,1383
329,2024-01-14 16:00:00,979,2218
330,2024-01-14 17:00:00,723,4652
331,2024-01-14 18:00:00,652,4486
332,2024-01-14 19:00:00,293,3936
333,2024-01-14 20:00:00,810,1019
334,2024-01-14 21:00:00,913,4150
335,2024-01-14 22:00:00,101,2439
336,2024-01-14 23:00:00,502,855
337,2024-01-15 00:00:00,304,1969
338,2024-01-15 01:00:00,871,4572
339,2024-01-15 02:00:00,540,607
340,2024-01-15 03:00:00,553,1536
341,2024-01-15 04:00:00,355,2675
342,2024-01-15 05:00:00,303,3526
343,2024-01-15 06:00:00,496,658
344,2024-01-15 07:00:00,658,3202
345,2024-01-15 08:00:00,768,4616
346,2024-01-15 09:00:00,974,3722
347,2024-01-15 10:00:00,227,4499
348,2024-01-15 11:00:00,236,4157
349,2024-01-15 12:00:00,873,3815
350,2024-01-15 13:00:00,892,1401
351,2024-01-15 14:00:00,455,2255
352,2024-01-15 15:00:00,13,792
353,2024-01-15 16:00:00,210,4450
354,2024-01-15 17:00:00,741,1578
355,2024-01-15 18:00:00,397,356
356,2024-01-15 19:00:00,100,2530
357,2024-01-15 20:00:00,31,541
358,2024-01-15 21:00:00,898,1981
359,2024-01-15 22:00:00,528,2746
360,2024-01-15 23:00:00,649,3920
361,2024-01-16 00:00:00,329,4777
362,2024-01-16 01:00:00,166,1835
363,2024-01-16 02:00:00,459,3835
364,2024-01-16 03:00:00,822,2745
365,2024-01-16 04:00:00,952,118
366,2024-01-16 05:00:00,982,1224
367,2024-01-16 06:00:00,993,4085
368,2024-01-16 07:00:00,100,2754
369,2024-01-16 08:00:00,621,2180
370,2024-01-16 09:00:00,855,1647
371,2024-01-16 10:00:00,173,961
372,2024-01-16 11:00:00,749,254
373,2024-01-16 12:00:00,162,3594
374,2024-01-16 13:00:00,905,1004
375,2024-01-16 14:00:00,728,1369
376,2024-01-16 15:00:00,776,504
377,2024-01-16 16:00:00,263,943
378,2024-01-16 17:00:00,804,1882
379,2024-01-16 18:00:00,274,1664
380,2024-01-16 19:00:00,3,1284
381,2024-01-16 20:00:00,28,846
382,2024-01-16 21:00:00,326,1825
383,2024-01-16 22:00:00,940,3288
384,2024-01-16 23:00:00,149,370
385,2024-01-17 00:00:00,540,4965
386,2024-01-17 01:00:00,488,4056
387,2024-01-17 02:00:00,822,271
388,2024-01-17 03:00:00,438,373
389,2024-01-17 04:00:00,65,2406
390,2024-01-17 05:00:00,356,1258
391,2024-01-17 06:00:00,533,1806
392,2024-01-17 07:00:00,252,1871
393,2024-01-17 08:00:00,235,521
394,2024-01-17 09:00:00,227,1309
395,2024-01-17 10:00:00,525,4775
396,2024-01-17 11:00:00,313,990
397,2024-01-17 12:00:00,49,4917
398,2024-01-17 13:00:00,118,3367
399,2024-01-17 14:00:00,54,1573
400,2024-01-17 15:00:00,650,3343
401,2024-01-17 16:00:00,565,4578
402,2024-01-17 17:00:00,44,2281
403,2024-01-17 18:00:00,815,1549
404,2024-01-17 19:00:00,53,3196
405,2024-01-17 20:00:00,586,3356
406,2024-01-17 21:00:00,558,3256
407,2024-01-17 22:00:00,525,1690
408,2024-01-17 23:00:00,677,4339
409,2024-01-18 00:00:00,102,4081
410,2024-01-18 01:00:00,792,1535
411,2024-01-18 02:00:00,770,323
412,2024-01-18 03:00:00,982,319
413,2024-01-18 04:00:00,849,4374
414,2024-01-18 05:00:00,868,1754
415,2024-01-18 06:00:00,398,4628
416,2024-01-18 07:00:00,138,364
417,2024-01-18 08:00:00,675,1053
418,2024-01-18 09:00:00,921,4624
419,2024-01-18 10:00:00,387,3833
420,2024-01-18 11:00:00,111,2874
421,2024-01-18 12:00:00,614,3224
422,2024-01-18 13:00:00,17,579
423,2024-01-18 14:00:00,780,3614
424,2024-01-18 15:00:00,182,1453
425,2024-01-18 16:00:00,884,3422
426,2024-01-18 17:00:00,536,3978
427,2024-01-18 18:00:00,541,989
428,2024-01-18 19:00:00,171,3954
429,2024-01-18 20:00:00,409,1024
430,2024-01-18 21:00:00,740,2270
431,2024-01-18 22:00:00,378,2002
432,2024-01-18 23:00:00,188,4973
433,2024-01-19 00:00:00,858,2495
434,2024-01-19 01:00:00,230,128
435,2024-01-19 02:00:00,833,134
436,2024-01-19 03:00:00,852,3689
437,2024-01-19 04:00:00,119,2770
438,2024-01-19 05:00:00,156,3465
439,2024-01-19 06:00:00,784,688
440,2024-01-19 07:00:00,687,3318
441,2024-01-19 08:00:00,465,3238
442,2024-01-19 09:00:00,104,1003
443,2024-01-19 10:00:00,604,4186
444,2024-01-19 11:00:00,698,2269
445,2024-01-19 12:00:00,972,439
446,2024-01-19 13:00:00,795,4370
447,2024-01-19 14:00:00,502,1814
448,2024-01-19 15:00:00,693,4792
449,2024-01-19 16:00:00,682,4646
450,2024-01-19 17:00:00,699,656
451,2024-01-19 18:00:00,175,3187
452,2024-01-19 19:00:00,734,3366
453,2024-01-19 20:00:00,745,3667
454,2024-01-19 21:00:00,674,2156
455,2024-01-19 22:00:00,421,3999
456,2024-01-19 23:00:00,134,1116
457,2024-01-20 00:00:00,391,2162
458,2024-01-20 01:00:00,992,938
459,2024-01-20 02:00:00,736,1737
460,2024-01-20 03:00:00,501,4421
461,2024-01-20 04:00:00,665,3596
462,2024-01-20 05:00:00,33,1913
463,2024-01-20 06:00:00,55,3579
464,2024-01-20 07:00:00,954,1551
465,2024-01-20 08:00:00,519,2413
466,2024-01-20 09:00:00,756,1614
467,2024-01-20 10:00:00,825,1331
468,2024-01-20 11:00:00,638,1745
469,2024-01-20 12:00:00,12,3099
470,2024-01-20 13:00:00,528,3540
471,2024-01-20 14:00:00,720,4156
472,2024-01-20 15:00:00,555,405
473,2024-01-20 16:00:00,373,3636
474,2024-01-20 17:00:00,484,1823
475,2024-01-20 18:00:00,973,1789
476,2024-01-20 19:00:00,647,1617
477,2024-01-20 20:00:00,228,4017
478,2024-01-20 21:00:00,623,519
479,2024-01-20 22:00:00,307,3036
480,2024-01-20 23:00:00,457,3962
481,2024-01-21 00:00:00,160,4329
482,2024-01-21 01:00:00,331,1550
483,2024-01-21 02:00:00,776,3196
484,2024-01-21 03:00:00,225,3361
485,2024-01-21 04:00:00,983,1264
486,2024-01-21 05:00:00,729,1969
487,2024-01-21 06:00:00,504,1919
488,2024-01-21 07:00:00,456,2805
489,2024-01-21 08:00:00,45,3615
490,2024-01-21 09:00:00,214,1442
491,2024-01-21 10:00:00,59,2326
492,2024-01-21 11:00:00,644,1179
493,2024-01-21 12:00:00,616,4306
494,2024-01-21 13:00:00,195,4663
495,2024-01-21 14:00:00,925,2879
496,2024-01-21 15:00:00,489,2628
497,2024-01-21 16:00:00,157,913
498,2024-01-21 17:00:00,610,2131
499,2024-01-21 18:00:00,226,422
500,2024-01-21 19:00:00,412,3069
501,2024-01-21 20:00:00,205,1003
502,2024-01-21 21:00:00,79,1641
503,2024-01-21 22:00:00,124,3603
504,2024-01-21 23:00:00,471,2753
505,2024-01-22 00:00:00,940,2576
506,2024-01-22 01:00:00,218,3440
507,2024-01-22 02:00:00,516,4343
508,2024-01-22 03:00:00,602,1241
509,2024-01-22 04:00:00,104,949
510,2024-01-22 05:00:00,393,466
511,2024-01-22 06:00:00,631,2997
512,2024-01-22 07:00:00,645,1189
513,2024-01-22 08:00:00,824,4141
514,2024-01-22 09:00:00,608,2138
515,2024-01-22 10:00:00,980,2960
516,2024-01-22 11:00:00,434,4370
517,2024-01-22 12:00:00,331,1954
518,2024-01-22 13:00:00,143,4783
519,2024-01-22 14:00:00,800,594
520,2024-01-22 15:00:00,540,3282
521,2024-01-22 16:00:00,278,1884
522,2024-01-22 17:00:00,233,3610
523,2024-01-22 18:00:00,529,3886
524,2024-01-22 19:00:00,571,4230
525,2024-01-22 20:00:00,90,1098
526,2024-01-22 21:00:00,492,4569
527,2024-01-22 22:00:00,199,1551
528,2024-01-22 23:00:00,362,1851
529,2024-01-23 00:00:00,441,2380
530,2024-01-23 01:00:00,26,4900
531,2024-01-23 02:00:00,25,4758
532,2024-01-23 03:00:00,394,3034
533,2024-01-23 04:00:00,507,3834
534,2024-01-23 05:00:00,301,3446
535,2024-01-23 06:00:00,339,1973
536,2024-01-23 07:00:00,267,4634
537,2024-01-23 08:00:00,461,3903
538,2024-01-23 09:00:00,693,2079
539,2024-01-23 10:00:00,456,798
540,2024-01-23 11:00:00,360,1412
541,2024-01-23 12:00:00,68,3062
542,2024-01-23 13:00:00,863,3038
543,2024-01-23 14:00:00,412,4887
544,2024-01-23 15:00:00,971,2400
545,2024-01-23 16:00:00,491,3297
546,2024-01-23 17:00:00,833,226
547,2024-01-23 18:00:00,49,1291
548,2024-01-23 19:00:00,687,2739
549,2024-01-23 20:00:00,564,4489
550,2024-01-23 21:00:00,102,4016
551,2024-01-23 22:00:00,216,1466
552,2024-01-23 23:00:00,438,1119
553,2024-01-24 00:00:00,700,4179
554,2024-01-24 01:00:00,569,4614
555,2024-01-24 02:00:00,559,4639
556,2024-01-24 03:00:00,159,784
557,2024-01-24 04:00:00,489,3729
558,2024-01-24 05:00:00,686,2987
559,2024-01-24 06:00:00,242,1562
560,2024-01-24 07:00:00,794,4186
561,2024-01-24 08:00:00,753,2361
562,2024-01-24 09:00:00,882,4280
563,2024-01-24 10:00:00,5,2941
564,2024-01-24 11:00:00,596,1867
565,2024-01-24 12:00:00,820,4280
566,2024-01-24 13:00:00,361,3660
567,2024-01-24 14:00:00,459,2212
568,2024-01-24 15:00:00,248,4858
569,2024-01-24 16:00:00,566,726
570,2024-01-24 17:00:00,673,4259
571,2024-01-24 18:00:00,946,3514
572,2024-01-24 19:00:00,422,1475
573,2024-01-24 20:00:00,923,1281
574,2024-01-24 21:00:00,738,590
575,2024-01-24 22:00:00,15,3829
576,2024-01-24 23:00:00,736,3634
577,2024-01-25 00:00:00,573,3396
578,2024-01-25 01:00:00,122,2040
579,2024-01-25 02:00:00,277,4508
580,2024-01-25 03:00:00,558,1982
581,2024-01-25 04:00:00,453,3087
582,2024-01-25 05:00:00,390,3259
583,2024-01-25 06:00:00,294,4875
584,2024-01-25 07:00:00,574,4630
585,2024-01-25 08:00:00,598,781
586,2024-01-25 09:00:00,446,1173
587,2024-01-25 10:00:00,210,2487
588,2024-01-25 11:00:00,590,2494
589,2024-01-25 12:00:00,714,2793
590,2024-01-25 13:00:00,302,1470
591,2024-01-25 14:00:00,909,4844
592,2024-01-25 15:00:00,223,4440
593,2024-01-25 16:00:00,734,2256
594,2024-01-25 17:00:00,3,2680
595,2024-01-25 18:00:00,990,4491
596,2024-01-25 19:00:00,518,2259
597,2024-01-25 20:00:00,93,3348
598,2024-01-25 21:00:00,520,3831
599,2024-01-25 22:00:00,428,3929
600,2024-01-25 23:00:00,493,1727
601,2024-01-26 00:00:00,235,3572
602,2024-01-26 01:00:00,620,127
603,2024-01-26 02:00:00,161,2085
604,2024-01-26 03:00:00,721,4253
605,2024-01-26 04:00:00,752,1621
606,2024-01-26 05:00:00,331,396
607,2024-01-26 06:00:00,333,2281
608,2024-01-26 07:00:00,50,3502
609,2024-01-26 08:00:00,523,2396
610,2024-01-26 09:00:00,863,2697
611,2024-01-26 10:00:00,668,1001
612,2024-01-26 11:00:00,492,1198
613,2024-01-26 12:00:00,582,1777
614,2024-01-26 13:00:00,681,2981
615,2024-01-26 14:00:00,272,4966
616,2024-01-26 15:00:00,580,1478
617,2024-01-26 16:00:00,867,1348
618,2024-01-26 17:00:00,252,3835
619,2024-01-26 18:00:00,560,4341
620,2024-01-26 19:00:00,696,1364
621,2024-01-26 20:00:00,832,2007
622,2024-01-26 21:00:00,699,1158
623,2024-01-26 22:00:00,90,2849
624,2024-01-26 23:00:00,446,2148
625,2024-01-27 00:00:00,332,4348
626,2024-01-27 01:00:00,139,2576
627,2024-01-27 02:00:00,357,4116
628,2024-01-27 03:00:00,601,4703
629,2024-01-27 04:00:00,274,3297
630,2024-01-27 05:00:00,19,4686
631,2024-01-27 06:00:00,983,3653
632,2024-01-27 07:00:00,311,4540
633,2024-01-27 08:00:00,870,1861
634,2024-01-27 09:00:00,886,320
635,2024-01-27 10:00:00,978,4918
636,2024-01-27 11:00:00,154,4723
637,2024-01-27 12:00:00,390,2988
638,2024-01-27 13:00:00,260,1764
639,2024-01-27 14:00:00,620,4086
640,2024-01-27 15:00:00,883,4676
641,2024-01-27 16:00:00,797,3077
642,2024-01-27 17:00:00,571,1971
643,2024-01-27 18:00:00,125,1562
644,2024-01-27 19:00:00,354,444
645,2024-01-27 20:00:00,273,144
646,2024-01-27 21:00:00,619,2168
647,2024-01-27 22:00:00,811,1614
648,2024-01-27 23:00:00,245,2698
649,2024-01-28 00:00:00,848,1101
650,2024-01-28 01:00:00,450,1133
651,2024-01-28 02:00:00,930,2140
652,2024-01-28 03:00:00,247,373
653,2024-01-28 04:00:00,520,2747
654,2024-01-28 05:00:00,141,1879
655,2024-01-28 06:00:00,362,4576
656,2024-01-28 07:00:00,8,578
657,2024-01-28 08:00:00,478,615
658,2024-01-28 09:00:00,352,4386
659,2024-01-28 10:00:00,996,1291
660,2024-01-28 11:00:00,495,2768
661,2024-01-28 12:00:00,606,1511
662,2024-01-28 13:00:00,833,3380
663,2024-01-28 14:00:00,427,371
664,2024-01-28 15:00:00,39,242
665,2024-01-28 16:00:00,593,3432
666,2024-01-28 17:00:00,187,887
667,2024-01-28 18:00:00,596,1781
668,2024-01-28 19:00:00,600,722
669,2024-01-28 20:00:00,754,3941
670,2024-01-28 21:00:00,854,3776
671,2024-01-28 22:00:00,93,2672
672,2024-01-28 23:00:00,86,3360
673,2024-01-29 00:00:00,44,4812
674,2024-01-29 01:00:00,137,166
675,2024-01-29 02:00:00,421,4386
676,2024-01-29 03:00:00,74,4716
677,2024-01-29 04:00:00,548,1240
678,2024-01-29 05:00:00,613,2414
679,2024-01-29 06:00:00,988,2632
680,2024-01-29 07:00:00,512,3680
681,2024-01-29 08:00:00,156,1287
682,2024-01-29 09:00:00,938,4571
683,2024-01-29 10:00:00,255,4848
684,2024-01-29 11:00:00,171,3439
685,2024-01-29 12:00:00,981,648
686,2024-01-29 13:00:00,728,4187
687,2024-01-29 14:00:00,170,172
688,2024-01-29 15:00:00,764,298
689,2024-01-29 16:00:00,872,3301
690,2024-01-29 17:00:00,322,1881
691,2024-01-29 18:00:00,567,671
692,2024-01-29 19:00:00,456,890
693,2024-01-29 20:00:00,944,1738
694,2024-01-29 21:00:00,603,1931
695,2024-01-29 22:00:00,790,1955
696,2024-01-29 23:00:00,613,1274
697,2024-01-30 00:00:00,155,3840
698,2024-01-30 01:00:00,889,3377
699,2024-01-30 02:00:00,349,278
700,2024-01-30 03:00:00,451,2344
701,2024-01-30 04:00:00,876,4186
702,2024-01-30 05:00:00,653,834
703,2024-01-30 06:00:00,173,898
